review_id,customer_id,review_text,sentiment
REV-1662,CUST-104416,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1663,CUST-101473,Customer support never responded about my desk lamp refund request.,negative
REV-1664,CUST-104346,"Would not recommend, the office chair did not match the description at all.",negative
REV-1665,CUST-103477,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1666,CUST-101390,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1667,CUST-103754,Customer support never responded about my backpack refund request.,negative
REV-1668,CUST-102768,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1669,CUST-101268,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1670,CUST-105621,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1671,CUST-103966,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1672,CUST-101971,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1673,CUST-104892,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1674,CUST-104700,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1675,CUST-104302,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1676,CUST-102839,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1677,CUST-102524,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1678,CUST-103667,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1679,CUST-104573,"Would not recommend, the backpack did not match the description at all.",negative
REV-1680,CUST-101985,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1681,CUST-103080,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1682,CUST-104262,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1683,CUST-100189,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1684,CUST-102968,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1685,CUST-103045,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1686,CUST-102892,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-1687,CUST-100037,Customer support never responded about my coffee maker refund request.,negative
REV-1688,CUST-100078,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-1689,CUST-102836,"Would not recommend, the office chair did not match the description at all.",negative
REV-1690,CUST-101948,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1691,CUST-104844,Delivery took way too long and the office chair arrived damaged.,negative
REV-1692,CUST-100421,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1693,CUST-105148,Delivery took way too long and the backpack arrived damaged.,negative
REV-1694,CUST-105618,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1695,CUST-100721,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1696,CUST-103157,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1697,CUST-102661,"Would not recommend, the blender did not match the description at all.",negative
REV-1698,CUST-100179,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1699,CUST-103646,Delivery took way too long and the blender arrived damaged.,negative
REV-1700,CUST-100573,Delivery took way too long and the backpack arrived damaged.,negative
REV-1701,CUST-105948,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1702,CUST-100171,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1703,CUST-105922,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1704,CUST-101430,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1705,CUST-105175,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1706,CUST-100949,"The blender broke after one week, very disappointed with the quality.",negative
REV-1707,CUST-103833,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1708,CUST-100511,Customer support never responded about my sneakers refund request.,negative
REV-1709,CUST-105749,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1710,CUST-101589,Customer support never responded about my desk lamp refund request.,negative
REV-1711,CUST-101180,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1712,CUST-102522,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1713,CUST-102622,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1714,CUST-104976,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1715,CUST-105452,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1716,CUST-103246,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1717,CUST-102208,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1718,CUST-105830,Delivery took way too long and the wireless earbuds arrived damaged.,negative
REV-1719,CUST-100395,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1720,CUST-102598,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1721,CUST-100960,"Overpriced for what you get, the sneakers feels cheap and flimsy.",negative
REV-1722,CUST-100311,Delivery took way too long and the office chair arrived damaged.,negative
REV-1723,CUST-105938,"Overpriced for what you get, the coffee maker feels cheap and flimsy.",negative
REV-1724,CUST-103450,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1725,CUST-100883,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1726,CUST-101121,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1727,CUST-104410,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1728,CUST-104418,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1729,CUST-103438,Customer support never responded about my wireless earbuds refund request.,negative
REV-1730,CUST-101596,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1731,CUST-104825,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1732,CUST-104889,Delivery took way too long and the phone case arrived damaged.,negative
REV-1733,CUST-103450,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1734,CUST-105470,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1735,CUST-103040,Delivery took way too long and the phone case arrived damaged.,negative
REV-1736,CUST-102090,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1737,CUST-101531,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1738,CUST-104604,"Would not recommend, the backpack did not match the description at all.",negative
REV-1739,CUST-105706,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1740,CUST-104776,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1741,CUST-103737,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1742,CUST-105427,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1743,CUST-103215,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1744,CUST-102587,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1745,CUST-102038,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1746,CUST-102825,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1747,CUST-100690,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1748,CUST-100967,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1749,CUST-102432,Customer support never responded about my phone case refund request.,negative
REV-1750,CUST-102235,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1751,CUST-101371,Customer support never responded about my blender refund request.,negative
REV-1752,CUST-105316,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1753,CUST-105094,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1754,CUST-104794,"Would not recommend, the backpack did not match the description at all.",negative
REV-1755,CUST-105808,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1756,CUST-103636,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1757,CUST-102930,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1758,CUST-103576,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1759,CUST-100642,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1760,CUST-105918,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1761,CUST-100048,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1762,CUST-102366,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1763,CUST-100181,"Overpriced for what you get, the desk lamp feels cheap and flimsy.",negative
REV-1764,CUST-104512,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1765,CUST-103216,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1766,CUST-101533,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1767,CUST-104840,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-1768,CUST-105808,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1769,CUST-104965,Delivery took way too long and the phone case arrived damaged.,negative
REV-1770,CUST-101373,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1771,CUST-104049,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1772,CUST-103079,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1773,CUST-104081,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1774,CUST-103504,"Would not recommend, the office chair did not match the description at all.",negative
REV-1775,CUST-104622,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1776,CUST-103524,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1777,CUST-101142,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1778,CUST-103663,Customer support never responded about my blender refund request.,negative
REV-1779,CUST-100930,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1780,CUST-105172,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1781,CUST-100618,Delivery took way too long and the office chair arrived damaged.,negative
REV-1782,CUST-102990,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1783,CUST-105471,"Would not recommend, the backpack did not match the description at all.",negative
REV-1784,CUST-105217,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1785,CUST-100100,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1786,CUST-101618,Customer support never responded about my blender refund request.,negative
REV-1787,CUST-104993,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1788,CUST-105949,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1789,CUST-105297,"Would not recommend, the blender did not match the description at all.",negative
REV-1790,CUST-102483,Customer support never responded about my backpack refund request.,negative
REV-1791,CUST-103330,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1792,CUST-105439,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1793,CUST-101153,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1794,CUST-104221,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1795,CUST-103808,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1796,CUST-101530,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1797,CUST-103114,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1798,CUST-103039,Delivery took way too long and the backpack arrived damaged.,negative
REV-1799,CUST-100877,"Would not recommend, the phone case did not match the description at all.",negative
REV-1800,CUST-105944,Customer support never responded about my phone case refund request.,negative
REV-1801,CUST-103555,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1802,CUST-100996,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1803,CUST-101975,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1804,CUST-101434,Customer support never responded about my desk lamp refund request.,negative
REV-1805,CUST-100043,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1806,CUST-104613,"Would not recommend, the backpack did not match the description at all.",negative
REV-1807,CUST-103982,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1808,CUST-100988,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1809,CUST-104940,Customer support never responded about my desk lamp refund request.,negative
REV-1810,CUST-104551,Customer support never responded about my coffee maker refund request.,negative
REV-1811,CUST-104489,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1812,CUST-103349,Delivery took way too long and the phone case arrived damaged.,negative
REV-1813,CUST-102715,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1814,CUST-104768,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1815,CUST-103947,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1816,CUST-103587,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1817,CUST-102465,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1818,CUST-102900,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1819,CUST-100273,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1820,CUST-100874,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1821,CUST-104414,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1822,CUST-100501,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1823,CUST-105658,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1824,CUST-102654,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1825,CUST-100760,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1826,CUST-104301,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1827,CUST-100836,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1828,CUST-104622,Delivery took way too long and the blender arrived damaged.,negative
REV-1829,CUST-101233,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1830,CUST-104829,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1831,CUST-102801,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1832,CUST-105209,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1833,CUST-102736,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1834,CUST-102974,"The office chair broke after one week, very disappointed with the quality.",negative
REV-1835,CUST-104487,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1836,CUST-101717,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1837,CUST-100069,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1838,CUST-102792,"Overpriced for what you get, the blender feels cheap and flimsy.",negative
REV-1839,CUST-101209,Delivery took way too long and the blender arrived damaged.,negative
REV-1840,CUST-102143,Customer support never responded about my office chair refund request.,negative
REV-1841,CUST-102321,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1842,CUST-101846,"Love the coffee maker, exactly as described. Highly recommend to others.",positive
REV-1843,CUST-103354,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1844,CUST-100253,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1845,CUST-100766,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1846,CUST-101983,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1847,CUST-105846,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1848,CUST-104603,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1849,CUST-105475,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1850,CUST-100115,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1851,CUST-105011,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1852,CUST-100699,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1853,CUST-102091,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1854,CUST-105517,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1855,CUST-100261,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1856,CUST-104161,"The sneakers broke after one week, very disappointed with the quality.",negative
REV-1857,CUST-100846,Delivery took way too long and the phone case arrived damaged.,negative
REV-1858,CUST-100798,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1859,CUST-102498,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1860,CUST-100610,"Would not recommend, the phone case did not match the description at all.",negative
REV-1861,CUST-102136,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1862,CUST-100199,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1863,CUST-102909,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1864,CUST-100378,Customer support never responded about my phone case refund request.,negative
REV-1865,CUST-102111,"Great customer support when my phone case had an issue, resolved quickly.",positive
REV-1866,CUST-103055,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1867,CUST-100336,"Great customer support when my blender had an issue, resolved quickly.",positive
REV-1868,CUST-103478,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1869,CUST-102312,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1870,CUST-102813,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-1871,CUST-102884,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1872,CUST-102742,Delivery took way too long and the blender arrived damaged.,negative
REV-1873,CUST-102760,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1874,CUST-100544,"Love the office chair, exactly as described. Highly recommend to others.",positive
REV-1875,CUST-101996,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1876,CUST-103305,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1877,CUST-101618,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-1878,CUST-105729,"Excellent quality sneakers, exceeded my expectations. Will buy again!",positive
REV-1879,CUST-105935,Customer support never responded about my phone case refund request.,negative
REV-1880,CUST-104456,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1881,CUST-100048,Customer support never responded about my phone case refund request.,negative
REV-1882,CUST-102981,"Would not recommend, the coffee maker did not match the description at all.",negative
REV-1883,CUST-102051,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1884,CUST-102606,Customer support never responded about my backpack refund request.,negative
REV-1885,CUST-105910,The backpack arrived on time and packaging was perfect. Five stars.,positive
REV-1886,CUST-101466,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1887,CUST-104065,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1888,CUST-102647,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1889,CUST-100224,"Overpriced for what you get, the wireless earbuds feels cheap and flimsy.",negative
REV-1890,CUST-102841,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1891,CUST-101135,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1892,CUST-103228,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1893,CUST-103905,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1894,CUST-105643,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1895,CUST-104781,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1896,CUST-102428,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1897,CUST-103946,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1898,CUST-101831,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1899,CUST-103235,Customer support never responded about my blender refund request.,negative
REV-1900,CUST-101361,"Fast delivery and the coffee maker works great, very happy with this purchase.",positive
REV-1901,CUST-103109,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1902,CUST-103495,"The coffee maker broke after one week, very disappointed with the quality.",negative
REV-1903,CUST-102080,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1904,CUST-102714,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1905,CUST-100928,"Excellent quality backpack, exceeded my expectations. Will buy again!",positive
REV-1906,CUST-105647,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-1907,CUST-101109,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1908,CUST-101881,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1909,CUST-103801,Delivery took way too long and the blender arrived damaged.,negative
REV-1910,CUST-104748,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1911,CUST-100676,The sneakers arrived on time and packaging was perfect. Five stars.,positive
REV-1912,CUST-100433,Delivery took way too long and the office chair arrived damaged.,negative
REV-1913,CUST-102219,"Would not recommend, the blender did not match the description at all.",negative
REV-1914,CUST-105478,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1915,CUST-103113,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1916,CUST-103766,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1917,CUST-102471,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1918,CUST-105979,"The backpack broke after one week, very disappointed with the quality.",negative
REV-1919,CUST-103638,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1920,CUST-100384,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1921,CUST-102296,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1922,CUST-105669,"Overpriced for what you get, the office chair feels cheap and flimsy.",negative
REV-1923,CUST-102588,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1924,CUST-102945,Delivery took way too long and the coffee maker arrived damaged.,negative
REV-1925,CUST-102308,"Would not recommend, the sneakers did not match the description at all.",negative
REV-1926,CUST-103808,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-1927,CUST-100122,"Would not recommend, the phone case did not match the description at all.",negative
REV-1928,CUST-104466,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1929,CUST-101184,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1930,CUST-104070,Customer support never responded about my office chair refund request.,negative
REV-1931,CUST-103550,"Would not recommend, the backpack did not match the description at all.",negative
REV-1932,CUST-101116,Customer support never responded about my phone case refund request.,negative
REV-1933,CUST-102314,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-1934,CUST-100172,"Would not recommend, the phone case did not match the description at all.",negative
REV-1935,CUST-105517,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1936,CUST-100285,"Would not recommend, the desk lamp did not match the description at all.",negative
REV-1937,CUST-104435,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1938,CUST-100463,Delivery took way too long and the office chair arrived damaged.,negative
REV-1939,CUST-100570,Customer support never responded about my sneakers refund request.,negative
REV-1940,CUST-102674,"Love the wireless earbuds, exactly as described. Highly recommend to others.",positive
REV-1941,CUST-103394,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1942,CUST-100501,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-1943,CUST-100176,"Overpriced for what you get, the backpack feels cheap and flimsy.",negative
REV-1944,CUST-101987,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1945,CUST-105041,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1946,CUST-101279,"Would not recommend, the office chair did not match the description at all.",negative
REV-1947,CUST-103307,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1948,CUST-100102,"Would not recommend, the wireless earbuds did not match the description at all.",negative
REV-1949,CUST-101451,"The desk lamp broke after one week, very disappointed with the quality.",negative
REV-1950,CUST-103342,Delivery took way too long and the desk lamp arrived damaged.,negative
REV-1951,CUST-102376,"Excellent quality phone case, exceeded my expectations. Will buy again!",positive
REV-1952,CUST-101781,"The blender broke after one week, very disappointed with the quality.",negative
REV-1953,CUST-100412,The phone case arrived on time and packaging was perfect. Five stars.,positive
REV-1954,CUST-104691,"Fast delivery and the phone case works great, very happy with this purchase.",positive
REV-1955,CUST-105529,"Love the sneakers, exactly as described. Highly recommend to others.",positive
REV-1956,CUST-104424,"Overpriced for what you get, the phone case feels cheap and flimsy.",negative
REV-1957,CUST-105748,The office chair arrived on time and packaging was perfect. Five stars.,positive
REV-1958,CUST-104842,Customer support never responded about my desk lamp refund request.,negative
REV-1959,CUST-102164,"Fast delivery and the wireless earbuds works great, very happy with this purchase.",positive
REV-1960,CUST-101282,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1961,CUST-101603,"Excellent quality office chair, exceeded my expectations. Will buy again!",positive
REV-1962,CUST-105941,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1963,CUST-101072,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1964,CUST-100316,Customer support never responded about my wireless earbuds refund request.,negative
REV-1965,CUST-103322,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1966,CUST-100913,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1967,CUST-104922,"Fast delivery and the sneakers works great, very happy with this purchase.",positive
REV-1968,CUST-101530,Customer support never responded about my office chair refund request.,negative
REV-1969,CUST-103593,"Love the desk lamp, exactly as described. Highly recommend to others.",positive
REV-1970,CUST-105160,Customer support never responded about my blender refund request.,negative
REV-1971,CUST-102856,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1972,CUST-104465,"Great customer support when my sneakers had an issue, resolved quickly.",positive
REV-1973,CUST-103482,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-1974,CUST-102962,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-1975,CUST-100332,Delivery took way too long and the backpack arrived damaged.,negative
REV-1976,CUST-104815,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1977,CUST-103744,The blender arrived on time and packaging was perfect. Five stars.,positive
REV-1978,CUST-105957,"Fast delivery and the backpack works great, very happy with this purchase.",positive
REV-1979,CUST-103619,Customer support never responded about my coffee maker refund request.,negative
REV-1980,CUST-103582,"The phone case broke after one week, very disappointed with the quality.",negative
REV-1981,CUST-100243,The wireless earbuds arrived on time and packaging was perfect. Five stars.,positive
REV-1982,CUST-100517,Delivery took way too long and the sneakers arrived damaged.,negative
REV-1983,CUST-103550,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1984,CUST-101262,"Excellent quality blender, exceeded my expectations. Will buy again!",positive
REV-1985,CUST-105649,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1986,CUST-102712,"Excellent quality desk lamp, exceeded my expectations. Will buy again!",positive
REV-1987,CUST-100216,"Great customer support when my office chair had an issue, resolved quickly.",positive
REV-1988,CUST-101879,"Fast delivery and the office chair works great, very happy with this purchase.",positive
REV-1989,CUST-105070,"The blender broke after one week, very disappointed with the quality.",negative
REV-1990,CUST-102917,"Excellent quality wireless earbuds, exceeded my expectations. Will buy again!",positive
REV-1991,CUST-101418,"Love the backpack, exactly as described. Highly recommend to others.",positive
REV-1992,CUST-101557,"Fast delivery and the blender works great, very happy with this purchase.",positive
REV-1993,CUST-103393,"Would not recommend, the backpack did not match the description at all.",negative
REV-1994,CUST-104339,The coffee maker arrived on time and packaging was perfect. Five stars.,positive
REV-1995,CUST-105666,"Fast delivery and the desk lamp works great, very happy with this purchase.",positive
REV-1996,CUST-104250,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-1997,CUST-100295,"Excellent quality coffee maker, exceeded my expectations. Will buy again!",positive
REV-1998,CUST-102027,"Love the blender, exactly as described. Highly recommend to others.",positive
REV-1999,CUST-105970,The desk lamp arrived on time and packaging was perfect. Five stars.,positive
REV-2000,CUST-104877,"Great customer support when my desk lamp had an issue, resolved quickly.",positive
REV-2001,CUST-101015,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
REV-2002,CUST-102559,"Love the phone case, exactly as described. Highly recommend to others.",positive
REV-2003,CUST-104432,"Great customer support when my wireless earbuds had an issue, resolved quickly.",positive
REV-2004,CUST-101729,Delivery took way too long and the blender arrived damaged.,negative
REV-2005,CUST-105391,"Great customer support when my coffee maker had an issue, resolved quickly.",positive
REV-2006,CUST-100464,"Would not recommend, the sneakers did not match the description at all.",negative
REV-2007,CUST-101591,"The backpack broke after one week, very disappointed with the quality.",negative
REV-2008,CUST-100735,"The wireless earbuds broke after one week, very disappointed with the quality.",negative
